,MSA_code,name,pop,birth_death_rate,65plus,education,poverty
0,10180,"Abilene, TX  ",172060.0,0.01195222596768569,0.13665712574053118,0.18366666666666664,0.16666666666666666
1,10420,"Akron, OH  ",703479.0,0.010229161069484662,0.14190395064853434,0.304,0.11649999999999999
2,10500,"Albany, GA  ",146726.0,0.011695268732194702,0.11915532503997192,0.17425,0.2255
3,10540,"Albany-Lebanon, OR  ",129749.0,0.01087484296603442,0.154200200560541,0.195,0.127
4,10580,"Albany-Schenectady-Troy, NY  ",880381.0,0.00962026667999423,0.140364779830875,0.333,0.1036
5,10740,"Albuquerque, NM  ",918018.0,0.009511251413370978,0.1228324904912533,0.24150000000000002,0.17900000000000002
6,10780,"Alexandria, LA  ",152037.0,0.011510356031755428,0.13449581933824054,0.1445,0.197
7,10900,"Allentown-Bethlehem-Easton, PA-NJ  ",844052.0,0.00986846781951823,0.15239888257543469,0.268,0.102
8,11020,"Altoona, PA  ",121829.0,0.011347872838158402,0.1772523408608073,0.20800000000000002,0.14400000000000002
9,11100,"Amarillo, TX  ",265053.0,0.010635608727311143,0.1188049250994308,0.24580000000000002,0.1216
10,11180,"Ames, IA  ",123351.0,0.007928594012209062,0.1134148762613402,0.3795,0.13849999999999998
11,11260,"Anchorage, AK  ",289592.0,0.010033081024337689,0.07407135091985231,0.2825,0.0995
12,11460,"Ann Arbor, MI  ",367601.0,0.008053568951118197,0.10136836121487737,0.552,0.15
13,11500,"Anniston-Oxford, AL  ",113605.0,0.01232780247348268,0.0,0.18,0.195
14,11540,"Appleton, WI  ",153879.0,0.009474977092390775,0.11724798043134353,0.288,0.0625
15,11700,"Asheville, NC  ",462680.0,0.010153886055156911,0.18369153060191734,0.309,0.12825
16,12020,"Athens-Clarke County, GA  ",213750.0,0.00864327485380117,0.10074685003791381,0.32175,0.15650000000000003
17,12060,"Atlanta-Sandy Springs-Alpharetta, GA  ",6020364.0,0.00942841662065616,0.08975814724000417,0.25755172413793104,0.12679310344827585
18,12100,"Atlantic City-Hammonton, NJ  ",263670.0,0.010450563204005007,0.1416936805682025,0.27399999999999997,0.128
19,12220,"Auburn-Opelika, AL  ",164542.0,0.008988586500711064,0.0,0.341,0.19
20,12260,"Augusta-Richmond County, GA-SC  ",608980.0,0.010758152977109265,0.12514295223359545,0.20057142857142857,0.1737142857142857
21,12420,"Austin-Round Rock-Georgetown, TX  ",2227083.0,0.00843255505070983,0.08083482395166318,0.3246,0.1166
22,12540,"Bakersfield, CA  ",900202.0,0.010898664966307562,0.08984531318482383,0.161,0.205
23,12580,"Baltimore-Columbia-Towson, MD  ",2800053.0,0.010431052555076635,0.1263649745986888,0.39771428571428563,0.08642857142857142
24,12620,"Bangor, ME  ",152148.0,0.009766806004679655,0.14457134689846937,0.271,0.147
25,12700,"Barnstable Town, MA  ",212990.0,0.010425372083196393,0.24956806507047602,0.428,0.08
26,12940,"Baton Rouge, LA  ",854884.0,0.010687999775408127,0.10812005240305797,0.189,0.18
27,12980,"Battle Creek, MI  ",134159.0,0.010778255651875759,0.14770064709468442,0.212,0.17300000000000001
28,13020,"Bay City, MI  ",103126.0,0.010395050714659737,0.16244479085476748,0.18899999999999997,0.156
29,13140,"Beaumont-Port Arthur, TX  ",392563.0,0.01155355955604578,0.13082321104268596,0.16733333333333333,0.14833333333333334
30,13220,"Beckley, WV  ",36518.0,0.011364258721726271,0.16383637979487425,0.16749999999999998,0.216
31,13380,"Bellingham, WA  ",50104.0,0.0062769439565703335,0.13244440467134994,0.33899999999999997,0.149
32,13460,"Bend, OR  ",197692.0,0.00861188110798616,0.1489279419782672,0.342,0.094
33,13740,"Billings, MT  ",181667.0,0.010073376012154106,0.1451115045941807,0.29433333333333334,0.10233333333333333
34,13780,"Binghamton, NY  ",238691.0,0.010369054551700735,0.16238290840040362,0.269,0.1375
35,13820,"Birmingham-Hoover, AL  ",1090435.0,0.011206536840802066,0.0,0.21550000000000002,0.14733333333333334
36,13900,"Bismarck, ND  ",128949.0,0.010434357769350673,0.13770722976515468,0.26700000000000007,0.08566666666666667
